cu_num,M,N,K,kernelId,splitK,us,kernelName
304,416,24576,1536,7390,2,73.8695,a8w8_blockscale_bruteforce_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_4_2x2_intrawave_v3
304,448,128,512,151,1,3.4606,a8w8_blockscale_bruteforce_1x128x128_256x32x32x256_16x16_16x16_8x32x1_16x16x1_1x32x1x8_4_1x1_intrawave_v1
304,448,256,7168,234,2,12.8777,a8w8_blockscale_bruteforce_1x128x128_256x32x32x512_16x16_16x16_32x8x1_32x8x1_1x32x1x8_4_1x1_intrawave_v1
304,448,512,128,124,0,3.0362,a8w8_blockscale_bruteforce_1x128x128_256x32x32x128_8x8_16x16_8x32x1_8x32x1_1x32x1x8_4_1x1_intrawave_v1
304,448,2112,7168,2131,0,32.634,a8w8_blockscale_bruteforce_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x4_intrawave_v1
304,448,4096,7168,4668,2,66.8927,a8w8_blockscale_bruteforce_1x128x128_256x64x128x256_16x16_32x32_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1
304,448,7168,2048,3214,3,33.0429,a8w8_blockscale_bruteforce_1x128x128_256x64x64x256_16x16_32x32_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1
304,448,7168,16384,2147,3,194.9059,a8w8_blockscale_bruteforce_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_1x4_intrawave_v1
304,448,24576,1536,7388,2,71.1419,a8w8_blockscale_bruteforce_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8_1x4_intrawave_v3
304,480,128,512,234,0,4.0341,a8w8_blockscale_bruteforce_1x128x128_256x32x32x512_16x16_16x16_32x8x1_32x8x1_1x32x1x8_4_1x1_intrawave_v1
304,480,256,7168,234,1,12.7805,a8w8_blockscale_bruteforce_1x128x128_256x32x32x512_16x16_16x16_32x8x1_32x8x1_1x32x1x8_4_1x1_intrawave_v1
304,480,512,128,130,0,3.5717,a8w8_blockscale_bruteforce_1x128x128_256x32x32x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_4_1x1_intrawave_v1
304,480,2112,7168,3214,1,36.3824,a8w8_blockscale_bruteforce_1x128x128_256x64x64x256_16x16_32x32_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1
304,480,4096,7168,3518,3,65.1402,a8w8_blockscale_bruteforce_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_4_1x1_intrawave_v3
304,480,7168,2048,7473,2,33.9912,a8w8_blockscale_bruteforce_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_4_4x1_intrawave_v3
304,480,7168,16384,3214,2,219.8363,a8w8_blockscale_bruteforce_1x128x128_256x64x64x256_16x16_32x32_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1
304,480,24576,1536,7390,0,76.6269,a8w8_blockscale_bruteforce_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_4_2x2_intrawave_v3
304,512,128,512,149,3,3.4614,a8w8_blockscale_bruteforce_1x128x128_256x32x32x256_8x16_16x16_8x32x1_16x16x1_1x32x1x8_4_1x1_intrawave_v1
304,512,256,7168,234,3,13.1165,a8w8_blockscale_bruteforce_1x128x128_256x32x32x512_16x16_16x16_32x8x1_32x8x1_1x32x1x8_4_1x1_intrawave_v1
304,512,512,128,130,2,3.0242,a8w8_blockscale_bruteforce_1x128x128_256x32x32x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_4_1x1_intrawave_v1
304,512,2112,7168,2146,1,35.0779,a8w8_blockscale_bruteforce_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_4_1x2_intrawave_v1
304,512,4096,7168,3269,1,73.2457,a8w8_blockscale_bruteforce_1x128x128_256x64x128x128_8x16_16x16_8x32x1_8x32x1_1x16x1x16_4_1x4_intrawave_v3
304,512,7168,2048,7067,2,34.4214,a8w8_blockscale_bruteforce_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_4_1x4_intrawave_v3
